"Jahr","Monat","Jahr_Monat","Standort","Heizgradtag","akkumulierteTemperaturdifferenz"
1864,1,"1864-01","Fluntern",797,549
1864,2,"1864-02","Fluntern",598,366
1864,3,"1864-03","Fluntern",453,205
1864,4,"1864-04","Fluntern",337,129
1864,5,"1864-05","Fluntern",105,25
1864,6,"1864-06","Fluntern",36,4
1864,7,"1864-07","Fluntern",0,0
1864,8,"1864-08","Fluntern",64,8
1864,9,"1864-09","Fluntern",70,14
1864,10,"1864-10","Fluntern",353,137
1864,11,"1864-11","Fluntern",497,257
1864,12,"1864-12","Fluntern",724,476
1865,1,"1865-01","Fluntern",592,344
1865,2,"1865-02","Fluntern",615,391
1865,3,"1865-03","Fluntern",628,380
1865,4,"1865-04","Fluntern",125,45
1865,5,"1865-05","Fluntern",33,1
1865,6,"1865-06","Fluntern",0,0
1865,7,"1865-07","Fluntern",0,0
1865,8,"1865-08","Fluntern",9,1
1865,9,"1865-09","Fluntern",8,0
1865,10,"1865-10","Fluntern",262,62
1865,11,"1865-11","Fluntern",446,206
1865,12,"1865-12","Fluntern",655,407
1866,1,"1866-01","Fluntern",538,290
1866,2,"1866-02","Fluntern",430,206
1866,3,"1866-03","Fluntern",477,229
1866,4,"1866-04","Fluntern",234,74
1866,5,"1866-05","Fluntern",203,59
1866,6,"1866-06","Fluntern",9,1
1866,7,"1866-07","Fluntern",0,0
1866,8,"1866-08","Fluntern",17,1
1866,9,"1866-09","Fluntern",19,3
1866,10,"1866-10","Fluntern",313,113
1866,11,"1866-11","Fluntern",457,225
1866,12,"1866-12","Fluntern",543,295
1867,1,"1867-01","Fluntern",630,382
1867,2,"1867-02","Fluntern",404,180
1867,3,"1867-03","Fluntern",478,230
1867,4,"1867-04","Fluntern",279,87
1867,5,"1867-05","Fluntern",114,34
1867,6,"1867-06","Fluntern",32,8
1867,7,"1867-07","Fluntern",0,0
1867,8,"1867-08","Fluntern",0,0
1867,9,"1867-09","Fluntern",85,21
1867,10,"1867-10","Fluntern",367,135
1867,11,"1867-11","Fluntern",545,305
1867,12,"1867-12","Fluntern",676,428
1868,1,"1868-01","Fluntern",670,422
1868,2,"1868-02","Fluntern",486,254
1868,3,"1868-03","Fluntern",511,263
1868,4,"1868-04","Fluntern",304,112
1868,5,"1868-05","Fluntern",0,0
1868,6,"1868-06","Fluntern",29,5
1868,7,"1868-07","Fluntern",0,0
1868,8,"1868-08","Fluntern",8,0
1868,9,"1868-09","Fluntern",0,0
1868,10,"1868-10","Fluntern",266,82
1868,11,"1868-11","Fluntern",554,314
1868,12,"1868-12","Fluntern",422,190
1869,1,"1869-01","Fluntern",645,397
1869,2,"1869-02","Fluntern",399,175
1869,3,"1869-03","Fluntern",577,329
1869,4,"1869-04","Fluntern",179,67
1869,5,"1869-05","Fluntern",18,2
1869,6,"1869-06","Fluntern",87,15
1869,7,"1869-07","Fluntern",0,0
1869,8,"1869-08","Fluntern",9,1
1869,9,"1869-09","Fluntern",18,2
1869,10,"1869-10","Fluntern",351,167
1869,11,"1869-11","Fluntern",459,219
1869,12,"1869-12","Fluntern",653,405
1870,1,"1870-01","Fluntern",666,418
1870,2,"1870-02","Fluntern",621,397
1870,3,"1870-03","Fluntern",539,291
1870,4,"1870-04","Fluntern",290,98
1870,5,"1870-05","Fluntern",82,26
1870,6,"1870-06","Fluntern",8,0
1870,7,"1870-07","Fluntern",9,1
1870,8,"1870-08","Fluntern",27,3
1870,9,"1870-09","Fluntern",124,20
1870,10,"1870-10","Fluntern",312,96
1870,11,"1870-11","Fluntern",485,245
1870,12,"1870-12","Fluntern",729,481
1871,1,"1871-01","Fluntern",751,503
1871,2,"1871-02","Fluntern",509,285
1871,3,"1871-03","Fluntern",464,216
1871,4,"1871-04","Fluntern",272,72
1871,5,"1871-05","Fluntern",128,24
1871,6,"1871-06","Fluntern",118,30
1871,7,"1871-07","Fluntern",0,0
1871,8,"1871-08","Fluntern",8,0
1871,9,"1871-09","Fluntern",17,1
1871,10,"1871-10","Fluntern",384,152
1871,11,"1871-11","Fluntern",579,339
1871,12,"1871-12","Fluntern",819,571
1872,1,"1872-01","Fluntern",607,359
1872,2,"1872-02","Fluntern",545,313
1872,3,"1872-03","Fluntern",417,185
1872,4,"1872-04","Fluntern",238,70
1872,5,"1872-05","Fluntern",115,35
1872,6,"1872-06","Fluntern",38,6
1872,7,"1872-07","Fluntern",0,0
1872,8,"1872-08","Fluntern",0,0
1872,9,"1872-09","Fluntern",77,21
1872,10,"1872-10","Fluntern",261,61
1872,11,"1872-11","Fluntern",398,166
1872,12,"1872-12","Fluntern",528,280
1873,1,"1873-01","Fluntern",583,335
1873,2,"1873-02","Fluntern",537,313
1873,3,"1873-03","Fluntern",398,158
1873,4,"1873-04","Fluntern",352,136
1873,5,"1873-05","Fluntern",202,50
1873,6,"1873-06","Fluntern",17,1
1873,7,"1873-07","Fluntern",0,0
1873,8,"1873-08","Fluntern",0,0
1873,9,"1873-09","Fluntern",67,11
1873,10,"1873-10","Fluntern",263,87
1873,11,"1873-11","Fluntern",467,227
1873,12,"1873-12","Fluntern",625,377
1874,1,"1874-01","Fluntern",624,376
1874,2,"1874-02","Fluntern",559,335
1874,3,"1874-03","Fluntern",490,242
1874,4,"1874-04","Fluntern",225,73
1874,5,"1874-05","Fluntern",258,106
1874,6,"1874-06","Fluntern",29,5
1874,7,"1874-07","Fluntern",0,0
1874,8,"1874-08","Fluntern",0,0
1874,9,"1874-09","Fluntern",9,1
1874,10,"1874-10","Fluntern",332,116
1874,11,"1874-11","Fluntern",575,335
1874,12,"1874-12","Fluntern",673,425
1875,1,"1875-01","Fluntern",570,322
1875,2,"1875-02","Fluntern",649,425
1875,3,"1875-03","Fluntern",548,300
1875,4,"1875-04","Fluntern",277,93
1875,5,"1875-05","Fluntern",36,4
1875,6,"1875-06","Fluntern",19,3
1875,7,"1875-07","Fluntern",0,0
1875,8,"1875-08","Fluntern",0,0
1875,9,"1875-09","Fluntern",35,3
1875,10,"1875-10","Fluntern",363,131
1875,11,"1875-11","Fluntern",484,252
1875,12,"1875-12","Fluntern",708,460
1876,1,"1876-01","Fluntern",704,456
1876,2,"1876-02","Fluntern",522,290
1876,3,"1876-03","Fluntern",481,233
1876,4,"1876-04","Fluntern",311,95
1876,5,"1876-05","Fluntern",238,86
1876,6,"1876-06","Fluntern",53,5
1876,7,"1876-07","Fluntern",0,0
1876,8,"1876-08","Fluntern",19,3
1876,9,"1876-09","Fluntern",90,18
1876,10,"1876-10","Fluntern",198,70
1876,11,"1876-11","Fluntern",527,287
1876,12,"1876-12","Fluntern",504,256
1877,1,"1877-01","Fluntern",541,293
1877,2,"1877-02","Fluntern",462,238
1877,3,"1877-03","Fluntern",524,284
1877,4,"1877-04","Fluntern",334,118
1877,5,"1877-05","Fluntern",245,53
1877,6,"1877-06","Fluntern",0,0
1877,7,"1877-07","Fluntern",0,0
1877,8,"1877-08","Fluntern",0,0
1877,9,"1877-09","Fluntern",186,58
1877,10,"1877-10","Fluntern",407,159
1877,11,"1877-11","Fluntern",429,189
1877,12,"1877-12","Fluntern",592,344
1878,1,"1878-01","Fluntern",694,446
1878,2,"1878-02","Fluntern",538,314
1878,3,"1878-03","Fluntern",522,274
1878,4,"1878-04","Fluntern",304,96
1878,5,"1878-05","Fluntern",65,9
1878,6,"1878-06","Fluntern",8,0
1878,7,"1878-07","Fluntern",9,1
1878,8,"1878-08","Fluntern",0,0
1878,9,"1878-09","Fluntern",93,13
1878,10,"1878-10","Fluntern",293,69
1878,11,"1878-11","Fluntern",539,299
1878,12,"1878-12","Fluntern",700,452
1879,1,"1879-01","Fluntern",654,406
1879,2,"1879-02","Fluntern",512,288
1879,3,"1879-03","Fluntern",482,234
1879,4,"1879-04","Fluntern",380,156
1879,5,"1879-05","Fluntern",284,100
1879,6,"1879-06","Fluntern",0,0
1879,7,"1879-07","Fluntern",44,4
1879,8,"1879-08","Fluntern",0,0
1879,9,"1879-09","Fluntern",98,26
1879,10,"1879-10","Fluntern",384,144
1879,11,"1879-11","Fluntern",594,354
1879,12,"1879-12","Fluntern",886,638
1880,1,"1880-01","Fluntern",782,534
1880,2,"1880-02","Fluntern",567,335
1880,3,"1880-03","Fluntern",405,157
1880,4,"1880-04","Fluntern",268,100
1880,5,"1880-05","Fluntern",177,57
1880,6,"1880-06","Fluntern",54,6
1880,7,"1880-07","Fluntern",0,0
1880,8,"1880-08","Fluntern",0,0
1880,9,"1880-09","Fluntern",75,11
1880,10,"1880-10","Fluntern",296,104
1880,11,"1880-11","Fluntern",460,220
1880,12,"1880-12","Fluntern",464,216
1881,1,"1881-01","Fluntern",726,478
1881,2,"1881-02","Fluntern",506,282
1881,3,"1881-03","Fluntern",451,203
1881,4,"1881-04","Fluntern",352,128
1881,5,"1881-05","Fluntern",121,41
1881,6,"1881-06","Fluntern",59,19
1881,7,"1881-07","Fluntern",0,0
1881,8,"1881-08","Fluntern",9,1
1881,9,"1881-09","Fluntern",124,20
1881,10,"1881-10","Fluntern",444,204
1881,11,"1881-11","Fluntern",446,206
1881,12,"1881-12","Fluntern",618,370
1882,1,"1882-01","Fluntern",651,403
1882,2,"1882-02","Fluntern",538,314
1882,3,"1882-03","Fluntern",407,167
1882,4,"1882-04","Fluntern",310,102
1882,5,"1882-05","Fluntern",125,29
1882,6,"1882-06","Fluntern",51,11
1882,7,"1882-07","Fluntern",0,0
1882,8,"1882-08","Fluntern",0,0
1882,9,"1882-09","Fluntern",158,38
1882,10,"1882-10","Fluntern",271,79
1882,11,"1882-11","Fluntern",447,207
1882,12,"1882-12","Fluntern",583,335
1883,1,"1883-01","Fluntern",612,364
1883,2,"1883-02","Fluntern",481,257
1883,3,"1883-03","Fluntern",618,370
1883,4,"1883-04","Fluntern",338,130
1883,5,"1883-05","Fluntern",116,36
1883,6,"1883-06","Fluntern",37,5
1883,7,"1883-07","Fluntern",8,0
1883,8,"1883-08","Fluntern",0,0
1883,9,"1883-09","Fluntern",72,8
1883,10,"1883-10","Fluntern",371,139
1883,11,"1883-11","Fluntern",472,232
1883,12,"1883-12","Fluntern",622,374
1884,1,"1884-01","Fluntern",563,315
1884,2,"1884-02","Fluntern",517,285
1884,3,"1884-03","Fluntern",445,197
1884,4,"1884-04","Fluntern",369,137
1884,5,"1884-05","Fluntern",85,21
1884,6,"1884-06","Fluntern",127,23
1884,7,"1884-07","Fluntern",9,1
1884,8,"1884-08","Fluntern",27,3
1884,9,"1884-09","Fluntern",62,6
1884,10,"1884-10","Fluntern",345,121
1884,11,"1884-11","Fluntern",548,308
1884,12,"1884-12","Fluntern",602,354
1885,1,"1885-01","Fluntern",747,499
1885,2,"1885-02","Fluntern",457,233
1885,3,"1885-03","Fluntern",512,264
1885,4,"1885-04","Fluntern",242,90
1885,5,"1885-05","Fluntern",273,89
1885,6,"1885-06","Fluntern",29,5
1885,7,"1885-07","Fluntern",0,0
1885,8,"1885-08","Fluntern",0,0
1885,9,"1885-09","Fluntern",119,39
1885,10,"1885-10","Fluntern",381,149
1885,11,"1885-11","Fluntern",468,236
1885,12,"1885-12","Fluntern",630,382
1886,1,"1886-01","Fluntern",673,425
1886,2,"1886-02","Fluntern",627,403
1886,3,"1886-03","Fluntern",535,295
1886,4,"1886-04","Fluntern",245,85
1886,5,"1886-05","Fluntern",124,44
1886,6,"1886-06","Fluntern",80,8
1886,7,"1886-07","Fluntern",0,0
1886,8,"1886-08","Fluntern",8,0
1886,9,"1886-09","Fluntern",60,12
1886,10,"1886-10","Fluntern",270,78
1886,11,"1886-11","Fluntern",469,229
1886,12,"1886-12","Fluntern",593,345
1887,1,"1887-01","Fluntern",745,497
1887,2,"1887-02","Fluntern",608,384
1887,3,"1887-03","Fluntern",591,343
1887,4,"1887-04","Fluntern",312,120
1887,5,"1887-05","Fluntern",270,86
1887,6,"1887-06","Fluntern",0,0
1887,7,"1887-07","Fluntern",0,0
1887,8,"1887-08","Fluntern",38,6
1887,9,"1887-09","Fluntern",168,48
1887,10,"1887-10","Fluntern",466,218
1887,11,"1887-11","Fluntern",535,295
1887,12,"1887-12","Fluntern",663,415
1888,1,"1888-01","Fluntern",716,468
1888,2,"1888-02","Fluntern",611,379
1888,3,"1888-03","Fluntern",534,286
1888,4,"1888-04","Fluntern",372,172
1888,5,"1888-05","Fluntern",74,10
1888,6,"1888-06","Fluntern",43,3
1888,7,"1888-07","Fluntern",17,1
1888,8,"1888-08","Fluntern",20,4
1888,9,"1888-09","Fluntern",64,8
1888,10,"1888-10","Fluntern",441,193
1888,11,"1888-11","Fluntern",474,234
1888,12,"1888-12","Fluntern",662,414
1889,1,"1889-01","Fluntern",697,449
1889,2,"1889-02","Fluntern",602,378
1889,3,"1889-03","Fluntern",581,333
1889,4,"1889-04","Fluntern",368,144
1889,5,"1889-05","Fluntern",39,7
1889,6,"1889-06","Fluntern",0,0
1889,7,"1889-07","Fluntern",0,0
1889,8,"1889-08","Fluntern",42,2
1889,9,"1889-09","Fluntern",178,58
1889,10,"1889-10","Fluntern",368,128
1889,11,"1889-11","Fluntern",513,273
1889,12,"1889-12","Fluntern",695,447
1890,1,"1890-01","Fluntern",597,349
1890,2,"1890-02","Fluntern",654,430
1890,3,"1890-03","Fluntern",485,253
1890,4,"1890-04","Fluntern",359,127
1890,5,"1890-05","Fluntern",93,13
1890,6,"1890-06","Fluntern",43,3
1890,7,"1890-07","Fluntern",35,3
1890,8,"1890-08","Fluntern",41,9
1890,9,"1890-09","Fluntern",104,16
1890,10,"1890-10","Fluntern",413,181
1890,11,"1890-11","Fluntern",508,268
1890,12,"1890-12","Fluntern",794,546
1891,1,"1891-01","Fluntern",788,540
1891,2,"1891-02","Fluntern",622,398
1891,3,"1891-03","Fluntern",506,258
1891,4,"1891-04","Fluntern",403,171
1891,5,"1891-05","Fluntern",119,31
1891,6,"1891-06","Fluntern",26,2
1891,7,"1891-07","Fluntern",8,0
1891,8,"1891-08","Fluntern",0,0
1891,9,"1891-09","Fluntern",85,13
1891,10,"1891-10","Fluntern",281,81
1891,11,"1891-11","Fluntern",512,272
1891,12,"1891-12","Fluntern",577,329
1892,1,"1892-01","Fluntern",656,408
1892,2,"1892-02","Fluntern",526,294
1892,3,"1892-03","Fluntern",570,330
1892,4,"1892-04","Fluntern",280,112
1892,5,"1892-05","Fluntern",140,52
1892,6,"1892-06","Fluntern",8,0
1892,7,"1892-07","Fluntern",17,1
1892,8,"1892-08","Fluntern",0,0
1892,9,"1892-09","Fluntern",74,18
1892,10,"1892-10","Fluntern",310,118
1892,11,"1892-11","Fluntern",418,186
1892,12,"1892-12","Fluntern",666,418
1893,1,"1893-01","Fluntern",801,553
1893,2,"1893-02","Fluntern",494,270
1893,3,"1893-03","Fluntern",436,188
1893,4,"1893-04","Fluntern",166,30
1893,5,"1893-05","Fluntern",108,28
1893,6,"1893-06","Fluntern",18,2
1893,7,"1893-07","Fluntern",9,1
1893,8,"1893-08","Fluntern",0,0
1893,9,"1893-09","Fluntern",50,10
1893,10,"1893-10","Fluntern",241,73
1893,11,"1893-11","Fluntern",514,274
1893,12,"1893-12","Fluntern",640,392
1894,1,"1894-01","Fluntern",684,436
1894,2,"1894-02","Fluntern",520,296
1894,3,"1894-03","Fluntern",451,203
1894,4,"1894-04","Fluntern",200,48
1894,5,"1894-05","Fluntern",181,45
1894,6,"1894-06","Fluntern",50,10
1894,7,"1894-07","Fluntern",0,0
1894,8,"1894-08","Fluntern",0,0
1894,9,"1894-09","Fluntern",134,30
1894,10,"1894-10","Fluntern",300,84
1894,11,"1894-11","Fluntern",465,225
1894,12,"1894-12","Fluntern",636,388
1895,1,"1895-01","Fluntern",762,514
1895,2,"1895-02","Fluntern",756,532
1895,3,"1895-03","Fluntern",548,300
1895,4,"1895-04","Fluntern",240,80
1895,5,"1895-05","Fluntern",98,34
1895,6,"1895-06","Fluntern",26,2
1895,7,"1895-07","Fluntern",0,0
1895,8,"1895-08","Fluntern",0,0
1895,9,"1895-09","Fluntern",8,0
1895,10,"1895-10","Fluntern",313,137
1895,11,"1895-11","Fluntern",378,178
1895,12,"1895-12","Fluntern",564,316
1896,1,"1896-01","Fluntern",670,422
1896,2,"1896-02","Fluntern",622,390
1896,3,"1896-03","Fluntern",388,156
1896,4,"1896-04","Fluntern",395,171
1896,5,"1896-05","Fluntern",186,58
1896,6,"1896-06","Fluntern",9,1
1896,7,"1896-07","Fluntern",8,0
1896,8,"1896-08","Fluntern",18,2
1896,9,"1896-09","Fluntern",99,19
1896,10,"1896-10","Fluntern",338,130
1896,11,"1896-11","Fluntern",536,296
1896,12,"1896-12","Fluntern",613,365
1897,1,"1897-01","Fluntern",674,426
1897,2,"1897-02","Fluntern",434,210
1897,3,"1897-03","Fluntern",373,165
1897,4,"1897-04","Fluntern",312,120
1897,5,"1897-05","Fluntern",222,78
1897,6,"1897-06","Fluntern",18,2
1897,7,"1897-07","Fluntern",0,0
1897,8,"1897-08","Fluntern",0,0
1897,9,"1897-09","Fluntern",129,25
1897,10,"1897-10","Fluntern",355,147
1897,11,"1897-11","Fluntern",500,260
1897,12,"1897-12","Fluntern",622,374
1898,1,"1898-01","Fluntern",588,340
1898,2,"1898-02","Fluntern",526,302
1898,3,"1898-03","Fluntern",506,258
1898,4,"1898-04","Fluntern",281,105
1898,5,"1898-05","Fluntern",137,33
1898,6,"1898-06","Fluntern",60,12
1898,7,"1898-07","Fluntern",8,0
1898,8,"1898-08","Fluntern",8,0
1898,9,"1898-09","Fluntern",56,8
1898,10,"1898-10","Fluntern",225,49
1898,11,"1898-11","Fluntern",439,199
1898,12,"1898-12","Fluntern",586,338
1899,1,"1899-01","Fluntern",549,301
1899,2,"1899-02","Fluntern",466,242
1899,3,"1899-03","Fluntern",453,213
1899,4,"1899-04","Fluntern",343,119
1899,5,"1899-05","Fluntern",181,45
1899,6,"1899-06","Fluntern",25,1
1899,7,"1899-07","Fluntern",0,0
1899,8,"1899-08","Fluntern",0,0
1899,9,"1899-09","Fluntern",97,17
1899,10,"1899-10","Fluntern",272,96
1899,11,"1899-11","Fluntern",456,232
1899,12,"1899-12","Fluntern",688,440
1900,1,"1900-01","Fluntern",570,322
1900,2,"1900-02","Fluntern",469,245
1900,3,"1900-03","Fluntern",591,343
1900,4,"1900-04","Fluntern",334,134
1900,5,"1900-05","Fluntern",196,52
1900,6,"1900-06","Fluntern",8,0
1900,7,"1900-07","Fluntern",27,3
1900,8,"1900-08","Fluntern",8,0
1900,9,"1900-09","Fluntern",8,0
1900,10,"1900-10","Fluntern",266,106
1900,11,"1900-11","Fluntern",454,214
1900,12,"1900-12","Fluntern",546,298
1901,1,"1901-01","Fluntern",678,430
1901,2,"1901-02","Fluntern",676,452
1901,3,"1901-03","Fluntern",527,279
1901,4,"1901-04","Fluntern",302,94
1901,5,"1901-05","Fluntern",103,23
1901,6,"1901-06","Fluntern",55,15
1901,7,"1901-07","Fluntern",0,0
1901,8,"1901-08","Fluntern",0,0
1901,9,"1901-09","Fluntern",61,5
1901,10,"1901-10","Fluntern",314,114
1901,11,"1901-11","Fluntern",549,309
1901,12,"1901-12","Fluntern",588,340
1902,1,"1902-01","Fluntern",583,335
1902,2,"1902-02","Fluntern",561,337
1902,3,"1902-03","Fluntern",462,222
1902,4,"1902-04","Fluntern",184,56
1902,5,"1902-05","Fluntern",332,132
1902,6,"1902-06","Fluntern",75,11
1902,7,"1902-07","Fluntern",0,0
1902,8,"1902-08","Fluntern",19,3
1902,9,"1902-09","Fluntern",99,19
1902,10,"1902-10","Fluntern",330,114
1902,11,"1902-11","Fluntern",518,278
1902,12,"1902-12","Fluntern",644,396
1903,1,"1903-01","Fluntern",638,390
1903,2,"1903-02","Fluntern",476,260
1903,3,"1903-03","Fluntern",425,185
1903,4,"1903-04","Fluntern",433,201
1903,5,"1903-05","Fluntern",164,28
1903,6,"1903-06","Fluntern",48,8
1903,7,"1903-07","Fluntern",12,4
1903,8,"1903-08","Fluntern",0,0
1903,9,"1903-09","Fluntern",100,28
1903,10,"1903-10","Fluntern",260,92
1903,11,"1903-11","Fluntern",472,232
1903,12,"1903-12","Fluntern",650,402
1904,1,"1904-01","Fluntern",674,426
1904,2,"1904-02","Fluntern",524,292
1904,3,"1904-03","Fluntern",483,235
1904,4,"1904-04","Fluntern",251,75
1904,5,"1904-05","Fluntern",116,28
1904,6,"1904-06","Fluntern",10,2
1904,7,"1904-07","Fluntern",0,0
1904,8,"1904-08","Fluntern",27,3
1904,9,"1904-09","Fluntern",143,31
1904,10,"1904-10","Fluntern",303,95
1904,11,"1904-11","Fluntern",516,276
1904,12,"1904-12","Fluntern",578,330
1905,1,"1905-01","Fluntern",702,454
1905,2,"1905-02","Fluntern",522,298
1905,3,"1905-03","Fluntern",440,208
1905,4,"1905-04","Fluntern",306,106
1905,5,"1905-05","Fluntern",176,48
1905,6,"1905-06","Fluntern",0,0
1905,7,"1905-07","Fluntern",0,0
1905,8,"1905-08","Fluntern",0,0
